-45.77341000, 170.72880000
-22.27580100, 166.45799300
-37.84093500, 144.94645700
35.36279900, 138.73078100
37.51535250, 126.95731520
51.63126840, 136.12152400
24.88467010, 121.28872970
28.78380970, 83.73049530
-20.51236120, 57.47325100
59.96229100, 30.18832600
24.47090100, 39.61223600
0.29180000, 36.88090000
45.51453400, 25.36758200
44.63970700, 26.22136000
46.76666600, 23.58333200
59.93909500, 30.31586800
67.80410030, 24.80830559
66.54401398, 25.84724617
44.26915000, 9.39396700
45.43312900, 12.33983700
47.90270000, 20.37330000
62.09780800, 7.20039600
71.16493200, 25.78697200
62.08580700, 6.86982700
52.37271700, 4.52392900
51.97022800, 3.97836300
26.54347900, -82.00943000
32.64606580, -16.91037340
28.50898700, -16.18586700
52.63088600, 1.29735500
50.80583200, -1.08722200
64.19037100, -51.67660400
-3.13055500, -60.02317100
-34.59057150, -58.38257410
18.44302900, -64.76286700
42.36746216, -71.07039642
58.76841000, -94.16496300
44.18926800, -72.82313700
44.03499980, -71.61966419
42.98158770, -82.44046600
46.77971000, -92.09234100
43.81878700, -110.19990700
43.17318800, -111.00840300
26.01128000, -80.14296700
35.36300200, -120.85272500
34.00579900, -119.39831600
58.67752000, -156.66432700
58.55494100, -155.79167500
19.82555000, -155.47598300
53.34980530, -6.26030970
40.65260060, -73.94972110
50.57260325, -126.74591730
62.76666700, 29.85000000
35.63632170, 139.77490740
52.50977760, 13.35725970
53.87149940, 8.69182090
-24.50000000, 15.00000000
23.12534045, 121.41777720
34.26108770, -116.85462840
-28.67307100, 24.76507125
48.46684190, 135.06420990
16.59869260, -22.90503140
28.94568045, -13.60758816
43.57598600, -5.95754360
42.84650880, -2.67240250
37.98243910, -0.66141719
46.50020310, -1.79245753
28.37686500, 83.80779300
49.85500430, 16.19112790
56.84064940, 24.75376450
50.72998650, -1.16036990
43.41063000, -3.41730000
45.51384360, -66.02616560
35.35026435, -75.82710668
33.86713250, -78.50691290
43.08820050, -70.86674459
19.02145600, -98.62763650
25.11032300, 55.14101580
45.58908405, 25.55205000
29.23711755, 122.12299200
51.08262760, -115.35020460
35.71425900, -83.51016380
28.10315160, -17.34113573
31.06810198, -88.00896791
27.75705728, -15.56709455
60.15982743, 24.73649301
54.99392538, 73.36400380
16.01172660, 108.18655310
50.22911541, 12.87672847
56.02804587, 8.12502981
54.32386183, 10.13926139
47.43341141, 14.48161318
43.16863246, 16.66064028
43.53803514, 15.96247629
